user_id,date,track,artist,album,,,,,,,,
000Silenced,1.28E+12,Smartbomb (Plump DJs mix),BT,Still Life in Motion,,,,,,,,
000Silenced,1.27E+12,Sunblind,BT,R&R (Rare & Remixed) [Disc 2],,,,,,,,
000Silenced,1.27E+12,Cassa De X,Elastic Reality,R&R (Rare & Remixed) [Disc 1],,,,,,,,
000Silenced,1.27E+12,The Dream,Prana,R&R (Rare & Remixed) [Disc 1],,,,,,,,
000Silenced,1.27E+12,Heart Of Imagination,Sasha & BT,R&R (Rare & Remixed) [Disc 1],,,,,,,,
000Silenced,1.27E+12,I'm Alive (BT & Sasha mix),Seal,R&R (Rare & Remixed) [Disc 1],,,,,,,,
000Silenced,1.27E+12,Anomaly (Calling Your Name),Libra Presents Taylor,R&R (Rare & Remixed) [Disc 1],,,,,,,,
000Silenced,1.27E+12,Let There Be Light (BT mix),Mike Oldfield,R&R (Rare & Remixed) [Disc 1],,,,,,,,
000Silenced,1.27E+12,Not Over Yet (BT's Spirit of Grace),Grace,R&R (Rare & Remixed) [Disc 1],,,,,,,,
000Silenced,1.27E+12,Shame (Way Out West mix),BT,R&R (Rare & Remixed) [Disc 1],,,,,,,,
000Silenced,1.27E+12,Transway,Dharma,R&R (Rare & Remixed) [Disc 1],,,,,,,,
000Silenced,1.27E+12,Forbidden Fruit (BT & PvD's Food Of Love Mix),Paul van Dyk,R&R (Rare & Remixed) [Disc 1],,,,,,,,
000Silenced,1.27E+12,"Remember (ESCM 12"" mix)",BT,R&R (Rare & Remixed) [Disc 1],,,,,,,,
000Silenced,1.27E+12,Bad Behaviour,Dizzee Rascal,Tongue n' Cheek,,,,,,,,
000Silenced,1.27E+12,Holiday,Dizzee Rascal,Tongue n' Cheek,,,,,,,,
000Silenced,1.27E+12,Leisure,Dizzee Rascal,Tongue n' Cheek,,,,,,,,
000Silenced,1.27E+12,Money, Money,Dizzee Rascal,Tongue n' Cheek,,,,,,,
000Silenced,1.27E+12,Dirtee Cash,Dizzee Rascal,Tongue n' Cheek,,,,,,,,
000Silenced,1.27E+12,Chillin' Wiv da Man Dem,Dizzee Rascal,Tongue n' Cheek,,,,,,,,
000Silenced,1.27E+12,Can't Tek No More,Dizzee Rascal,Tongue n' Cheek,,,,,,,,
000Silenced,1.27E+12,Freaky Freaky,Dizzee Rascal,Tongue n' Cheek,,,,,,,,
000Silenced,1.27E+12,Dance Wiv Me,Dizzee Rascal,Tongue n' Cheek,,,,,,,,
000Silenced,1.27E+12,Road Rage,Dizzee Rascal,Tongue n' Cheek,,,,,,,,
000Silenced,1.27E+12,Bonkers,Dizzee Rascal,Tongue n' Cheek,,,,,,,,
000Silenced,1.27E+12,Square Feet,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Stigma,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Sunhammer (Featuring Amon Tobin),Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Dystopia,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Paper Doll,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Diplodocus,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Soul Purge (Featuring Foreign Beggars),Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Alpha Centauri,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Whiskers,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Shellshock (Featuring Foreign Beggars),Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Shellshock (Featuring Foreign Beggars),Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Shellshock (Featuring Foreign Beggars),Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Red Heat,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Headknot,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Hand Gestures (Featuring Joe Seven),Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Leakage,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Thursday,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Split the Atom,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Shitbox,Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,My World (Featuring Giovanca),Noisia,Split the Atom,,,,,,,,
000Silenced,1.27E+12,Machine Gun,Noisia,Split the Atom,,,,,,,,
000Silenced,1.28E+12,Fenix Funk 5 (Wipeout Edit),Aphex Twin,Wipeout Pulse,,,,,,,,
000Silenced,1.28E+12,Fenix Funk 5 (Wipeout Edit),Aphex Twin,Wipeout Pulse,,,,,,,,
000Silenced,1.27E+12,The Saint,Orbital,Now 37 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Bass That'll Blow Your Speakers,Phonetix,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Why Did You (Sub Zero Mix),Lucien Feat Denzee & Wretch 32,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Break Me Down (Control-S Remix),The One Hundred,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Mind Reader (Todd Edwards Remix),Kingdom feat Shyvonne,Addicted To Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,AO (MJ's Open Your God Dubb),MJ Cole feat Serocee,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Take Me Away (Organ Mix),Agent X Feat Nate James,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Move It Down (31 Flavas Funky Mix),Wideboys,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Party Hard,Donae'o,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Migraine Skank,Gracious K,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Since You Went Away (Electro Mix),So Solid Crew,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Cut That Bush (Wideboys A2B Remix),Majestic,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Supafly (Static Shokx Remix),Fugative,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Rock N Roller (Vandalism Remix),Kano,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Number 1,DJ Zinc & Benga feat Sweetie Irie,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Hard,Breakage Feat Newham Generals & David Rodigan,Addicted To Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Blackberry Hype,Maxwell D,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Corrected (Freaky Friday Mix),Mason feat DMC & Sam Sparro,Addicted To Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,"Lush (H ""Two"" O Meets TwoFace Remix)",Skepta feat Jay Sean,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Wot Do U Call It?,Wiley,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Wile Out,DJ Zinc feat Ms Dynamite,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Oopsy Daisy (Boy Better Know Remix),Chipmunk,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,We Love Bass (Dubplate Intro),Wideboys,Addicted to Bass 2010 [Disc 3],,,,,,,,
000Silenced,1.27E+12,Hyph Mngo,Joy Orbison,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,The 12th Step,Project Bassline,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Paper Romance (Doorly Remix),Groove Armada Feat Fenech-Soler,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Cruel Intentions (Joker remix),Simian Mobile Disco,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Art of Revolution,Bassnectar,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Where's My Money (Caspa Remix),TC,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Sincere (Nero Remix),MJ Cole,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Only Man (Jakwob Remix),Audio Bullys,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,On A Ragga Tip,SL2,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Ruffneck Sound (Dillinja Remix),The Artful Dodger Feat Richie Dan & Sevi G,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Deception,Noisia,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Twist 'em Out,Dillinja,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Shut The Lights Off (Adam F & Sigma Remix),Adam F,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Masochist,Pendulum,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Hypercaine,DJ Fresh Feat Stamina MC & Koko,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Do You Wanna,Nero,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Turn the Lights Out (Spor Remix),Hadouken!,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Everyday,Shy FX & T Power,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Let the Story Begin,Sub Focus,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Invaders Must Die (Chase & Status Remix),The Prodigy,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Dirtee Cash (Sub Focus Remix),Dizzee Rascal,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Sweet Harmony,Danny Byrd feat Liquid,Addicted to Bass 2010 [Disc 2],,,,,,,,
000Silenced,1.27E+12,Strange Things,The Count & Sinden,Addicted To Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Doo Whot (Jaymo & Andy George's Moda Mix),Kidda Feat Blak Twang & Lomax,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Rock This Place,R3hab,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Bangkok,Boris Dlugosch,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Dodgems, Part 2,Whis this,Addicted to Bass 2010 [Disc 1],,,,,,,
000Silenced,1.27E+12,Homesick Angel,Atari Era,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Dub My Disco,Hostage,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Boogers (Avicii’s Dumb Dumb Remix),Mync Vs Harry Choo Choo Romero & Jose Nunez,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,This Kiss (Jack Beats Remix),Kissy Sell Out,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Ripgroove (The Count Remix),Double 99,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Rawkuss,Wideboys,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.29E+12,Mars (Jack Beats Remix),Fake Blood,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Wardance (Hijack Remix),Foamo,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Blau!,Laidback Luke & Lee Mortimer,Addicted To Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Remedy (Magik Johnson Remix),Crookers feat Miike Snow,Addicted To Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Satur8,D Ramirez,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Hi Friend,deadmau5,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Could This Be Real,Sub Focus,Addicted to Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Let The Bass Kick In Miami Bitch (Mync I’m In Richmond Bitch Remix),Chuckie & LMFAO,Addicted To Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Riverside (Lets Go!),Sidney Samson feat Wizard Sleeve,Addicted To Bass 2010 [Disc 1],,,,,,,,
000Silenced,1.27E+12,Won't Go Quietly,Example,Addicted to Bass 2010 [Disc 1],,,,,,,,
_0015,1.41E+12,Forever Dolphin Love (Erol Alkan Rework),Connan Mockasin,Forever Dolphin Love,,,,,,,,
_0015,1.41E+12,Do I Make You Feel Shy?,Connan Mockasin,Caramel,,,,,,,,
_0015,1.41E+12,It's Choade My Dear,Connan Mockasin,Please Turn Me Into The Snat,,,,,,,,
_0015,1.41E+12,Forever Dolphin Love - Erol Alkan's Extended Rework Version 2,Erol Alkan,"Erol Alkan: Another ""Bugged Out"" Mix",,,,,,,,
_0015,1.41E+12,I'm The Man, That Will Find You,Connan Mockasin,Caramel,,,,,,,
_0015,1.41E+12,Big Bad Disco (Remix Version),Flipper's Guitar,Camera! Camera! Camera,,,,,,,,
_0015,1.41E+12,Camera ! Camera ! Camera ! (Guitar Pop Version),Flipper's Guitar,Camera! Camera! Camera,,,,,,,,
_0015,1.41E+12,Tis Autumn,Chet Baker,Chet,,,,,,,,
_0015,1.41E+12,I Couldn’t Say It to Your Face,Arthur Russell,Love Is Overtaking Me,,,,,,,,
_0015,1.41E+12,You Fascinate Me So,Blossom Dearie,My favorites of Blossom,,,,,,,,
_0015,1.41E+12,I Cover the Waterfront,Billie Holiday,All Of Me,,,,,,,,
_0015,1.40E+12,Made in America,Jay-Z,Watch The Throne [Deluxe Edition (Explicit)],,,,,,,,
_0015,1.40E+12,I Am a God,Kanye West,Yeezus,,,,,,,,
_0015,1.40E+12,New Day,Jay-Z,Watch The Throne [Deluxe Edition (Explicit)],,,,,,,,
_0015,1.40E+12,On Sight,Kanye West,Yeezus,,,,,,,,
_0015,1.40E+12,You Deserve It,Future,Pluto 3D,,,,,,,,
_0015,1.40E+12,Same Damn Time (Remix),Future,Pluto 3D,,,,,,,,
_0015,1.40E+12,All Me,Drake,Nothing Was the Same,,,,,,,,
_0015,1.40E+12,Under Ground Kings - Album Version (Edited),Drake,Take Care (Edited Deluxe),,,,,,,,
_0015,1.40E+12,Lord Knows - Album Version (Edited),Drake,Take Care (Edited Deluxe),,,,,,,,
_0015,1.40E+12,She Will - Remix,Drake,One Night Only,,,,,,,,
_0015,1.40E+12,Make Me Proud - Album Version (Edited),Drake,Take Care (Edited Deluxe),,,,,,,,
_0015,1.40E+12,305 To My City,Drake,Nothing Was the Same,,,,,,,,
_0015,1.40E+12,Furthest Thing,Drake,Nothing Was the Same,,,,,,,,
_0015,1.40E+12,Started from the Bottom,Drake,Nothing Was the Same,,,,,,,,
_0015,1.40E+12,Worst Behavior,Drake,Nothing Was the Same,,,,,,,,
_0015,1.40E+12,Wu-Tang Forever,Drake,Nothing Was the Same,,,,,,,,
_0015,1.40E+12,Crew Love,Drake,One Night Only,,,,,,,,
_0015,1.40E+12,Tired of Sex,Weezer,Pinkerton - Deluxe Edition,,,,,,,,
_0015,1.40E+12,The Good Life - Live at X96 / 1997,Weezer,Pinkerton - Deluxe Edition,,,,,,,,
_0015,1.40E+12,Blowin' My Stack,Weezer,Death to False Metal,,,,,,,,
_0015,1.40E+12,Memories,Weezer,Hurley,,,,,,,,
_0015,1.40E+12,Pink Triangle - Live at Reading Festival / 1996,Weezer,Pinkerton - Deluxe Edition,,,,,,,,
_0015,1.40E+12,Say It Ain't So,Weezer,Weezer,,,,,,,,
_0015,1.40E+12,Wonton Soup,Lil B,Wonton Soup,,,,,,,,
_0015,1.40E+12,Palmer's Arcade,Mitch Murder,Current Events,,,,,,,,
_0015,1.40E+12,Heading South - Original Mix,Mitch Murder,Glass Cities,,,,,,,,
_0015,1.40E+12,Frantic Aerobics,Mitch Murder,Current Events,,,,,,,,
_0015,1.40E+12,Mitch Murder - Montage,Mitch Murder,Burning Chrome,,,,,,,,
_0015,1.40E+12,Night Train,Mitch Murder,Current Events,,,,,,,,
_0015,1.40E+12,Some Other Time,Bill Evans,Live In Paris,1965,,,,,,,
_0015,1.40E+12,Sunny,James Brown,Gettin' Down To It,,,,,,,,
_0015,1.40E+12,Coffee & TV,Blur,Coffee And TV,,,,,,,,
_0015,1.40E+12,Steal Away (Re-Recorded Version),Robbie Dupree,Yacht Rock: '70s Soft Rock Hits,,,,,,,,
_0015,1.40E+12,F**kin' Problems,A$AP Rocky,LongLiveA$AP,,,,,,,,
_0015,1.40E+12,The Middle - Demo Version,Jimmy Eat World,Bleed American (Deluxe Edition),,,,,,,,
_0015,1.40E+12,Sweetness,Jimmy Eat World,Bleed American (Deluxe Edition),,,,,,,,
_0015,1.40E+12,Your House,Jimmy Eat World,Bleed American (Deluxe Edition),,,,,,,,
_0015,1.40E+12,The Middle,Jimmy Eat World,Bleed American (Deluxe Edition),,,,,,,,
_0015,1.40E+12,Don't Let Go,Weezer,Weezer,,,,,,,,
_0015,1.40E+12,I Do - Non-LP Version,Weezer,Weezer,,,,,,,,
_0015,1.40E+12,O Girlfriend,Weezer,Weezer,,,,,,,,
_0015,1.40E+12,Glorious Day,Weezer,Weezer,,,,,,,,
_0015,1.40E+12,Simple Pages,Weezer,Weezer,,,,,,,,
_0015,1.40E+12,Smile,Weezer,Weezer,,,,,,,,
_0015,1.40E+12,Knock-Down Drag-Out,Weezer,Weezer,,,,,,,,
_0015,1.40E+12,Crab,Weezer,Weezer,,,,,,,,
_0015,1.40E+12,Island in the Sun,Weezer,Weezer,,,,,,,,
_0015,1.40E+12,Hash Pipe,Weezer,Weezer,,,,,,,,
_0015,1.41E+12,I Couldn’t Say It to Your Face,Arthur Russell,Love Is Overtaking Me,,,,,,,,
_0015,1.40E+12,Make 1,2,Arthur Russell,Calling Out of Context,,,,,,,
_0015,1.40E+12,Get Around to It,Arthur Russell,Calling Out of Context,,,,,,,,
_0015,1.40E+12,Close My Eyes,Arthur Russell,Keep The Lights On - Featuring the Music of Arthur Russell,,,,,,,,
_0015,1.40E+12,Arm Around You,Arthur Russell,Calling Out of Context,,,,,,,,
_0015,1.40E+12,Mostly on an Island,Volcano, I'm Still Excited!!,Volcano, I'm Still Excited!!,,,,,,
_0015,1.40E+12,New Brad,Volcano, I'm Still Excited!!,Volcano, I'm Still Excited!!,,,,,,
_0015,1.40E+12,Echo Park,Volcano, I'm Still Excited!!,Volcano, I'm Still Excited!!,,,,,,
_0015,1.40E+12,Fisticuffs,Volcano, I'm Still Excited!!,Volcano, I'm Still Excited!!,,,,,,
_0015,1.40E+12,In Green,Volcano, I'm Still Excited!!,Volcano, I'm Still Excited!!,,,,,,
_0015,1.40E+12,Joe Jaxon,Volcano, I'm Still Excited!!,Volcano, I'm Still Excited!!,,,,,,
